timestamp,memory_summary,memory_allocated,memory_reserved
2025-08-22 19:46:40,"|===========================================================================|
|                  PyTorch CUDA memory summary; device ID 0                 |
|---------------------------------------------------------------------------|
|            CUDA OOMs: 0            |        cudaMalloc retries: 0         |
|===========================================================================|
|        Metric         | Cur Usage  | Peak Usage | Tot Alloc  | Tot Freed  |
|---------------------------------------------------------------------------|
| Allocated memory      | 143092 MiB | 143093 MiB | 249319 MiB | 106226 MiB |
|---------------------------------------------------------------------------|
| Active memory         | 143092 MiB | 143093 MiB | 249319 MiB | 106226 MiB |
|---------------------------------------------------------------------------|
| Requested memory      | 143031 MiB | 143032 MiB | 247737 MiB | 104706 MiB |
|---------------------------------------------------------------------------|
| GPU reserved memory   | 143560 MiB | 143560 MiB | 146788 MiB |   3228 MiB |
|---------------------------------------------------------------------------|
| Non-releasable memory | 415207 KiB | 614464 KiB | 145765 MiB | 145359 MiB |
|---------------------------------------------------------------------------|
| Allocations           |   17382    |   17387    |   62283    |   44901    |
|---------------------------------------------------------------------------|
| Active allocs         |   17382    |   17387    |   62283    |   44901    |
|---------------------------------------------------------------------------|
| GPU reserved segments |    1187    |    1187    |    1260    |      73    |
|---------------------------------------------------------------------------|
| Non-releasable allocs |     170    |     710    |   21900    |   21730    |
|---------------------------------------------------------------------------|
| Oversize allocations  |       0    |       0    |       0    |       0    |
|---------------------------------------------------------------------------|
| Oversize GPU segments |       0    |       0    |       0    |       0    |
|===========================================================================|
",143093,143560
2025-08-22 19:46:41,"|===========================================================================|
|                  PyTorch CUDA memory summary; device ID 0                 |
|---------------------------------------------------------------------------|
|            CUDA OOMs: 0            |        cudaMalloc retries: 0         |
|===========================================================================|
|        Metric         | Cur Usage  | Peak Usage | Tot Alloc  | Tot Freed  |
|---------------------------------------------------------------------------|
| Allocated memory      | 143092 MiB | 143093 MiB | 249319 MiB | 106226 MiB |
|---------------------------------------------------------------------------|
| Active memory         | 143092 MiB | 143093 MiB | 249319 MiB | 106226 MiB |
|---------------------------------------------------------------------------|
| Requested memory      | 143031 MiB | 143032 MiB | 247737 MiB | 104706 MiB |
|---------------------------------------------------------------------------|
| GPU reserved memory   | 143560 MiB | 143560 MiB | 146788 MiB |   3228 MiB |
|---------------------------------------------------------------------------|
| Non-releasable memory | 415207 KiB | 614464 KiB | 145765 MiB | 145359 MiB |
|---------------------------------------------------------------------------|
| Allocations           |   17382    |   17387    |   62283    |   44901    |
|---------------------------------------------------------------------------|
| Active allocs         |   17382    |   17387    |   62283    |   44901    |
|---------------------------------------------------------------------------|
| GPU reserved segments |    1187    |    1187    |    1260    |      73    |
|---------------------------------------------------------------------------|
| Non-releasable allocs |     170    |     710    |   21900    |   21730    |
|---------------------------------------------------------------------------|
| Oversize allocations  |       0    |       0    |       0    |       0    |
|---------------------------------------------------------------------------|
| Oversize GPU segments |       0    |       0    |       0    |       0    |
|===========================================================================|
",143093,143560
2025-08-22 19:46:43,"|===========================================================================|
|                  PyTorch CUDA memory summary; device ID 0                 |
|---------------------------------------------------------------------------|
|            CUDA OOMs: 0            |        cudaMalloc retries: 0         |
|===========================================================================|
|        Metric         | Cur Usage  | Peak Usage | Tot Alloc  | Tot Freed  |
|---------------------------------------------------------------------------|
| Allocated memory      | 143100 MiB | 143101 MiB | 249383 MiB | 106282 MiB |
|---------------------------------------------------------------------------|
| Active memory         | 143100 MiB | 143101 MiB | 249383 MiB | 106282 MiB |
|---------------------------------------------------------------------------|
| Requested memory      | 143039 MiB | 143040 MiB | 247802 MiB | 104762 MiB |
|---------------------------------------------------------------------------|
| GPU reserved memory   | 143582 MiB | 143582 MiB | 146810 MiB |   3228 MiB |
|---------------------------------------------------------------------------|
| Non-releasable memory | 429407 KiB | 614464 KiB | 145835 MiB | 145415 MiB |
|---------------------------------------------------------------------------|
| Allocations           |   17396    |   17408    |   62801    |   45405    |
|---------------------------------------------------------------------------|
| Active allocs         |   17396    |   17408    |   62801    |   45405    |
|---------------------------------------------------------------------------|
| GPU reserved segments |    1189    |    1189    |    1262    |      73    |
|---------------------------------------------------------------------------|
| Non-releasable allocs |     173    |     710    |   22078    |   21905    |
|---------------------------------------------------------------------------|
| Oversize allocations  |       0    |       0    |       0    |       0    |
|---------------------------------------------------------------------------|
| Oversize GPU segments |       0    |       0    |       0    |       0    |
|===========================================================================|
",143101,143582
2025-08-22 19:46:44,"|===========================================================================|
|                  PyTorch CUDA memory summary; device ID 0                 |
|---------------------------------------------------------------------------|
|            CUDA OOMs: 0            |        cudaMalloc retries: 0         |
|===========================================================================|
|        Metric         | Cur Usage  | Peak Usage | Tot Alloc  | Tot Freed  |
|---------------------------------------------------------------------------|
| Allocated memory      | 143128 MiB | 143156 MiB | 249439 MiB | 106310 MiB |
|---------------------------------------------------------------------------|
| Active memory         | 143128 MiB | 143156 MiB | 249439 MiB | 106310 MiB |
|---------------------------------------------------------------------------|
| Requested memory      | 143066 MiB | 143094 MiB | 247857 MiB | 104790 MiB |
|---------------------------------------------------------------------------|
| GPU reserved memory   | 143610 MiB | 143638 MiB | 146866 MiB |   3256 MiB |
|---------------------------------------------------------------------------|
| Non-releasable memory | 429407 KiB | 614464 KiB | 145835 MiB | 145415 MiB |
|---------------------------------------------------------------------------|
| Allocations           |   17397    |   17408    |   62903    |   45506    |
|---------------------------------------------------------------------------|
| Active allocs         |   17397    |   17408    |   62903    |   45506    |
|---------------------------------------------------------------------------|
| GPU reserved segments |    1190    |    1191    |    1264    |      74    |
|---------------------------------------------------------------------------|
| Non-releasable allocs |     175    |     710    |   22128    |   21953    |
|---------------------------------------------------------------------------|
| Oversize allocations  |       0    |       0    |       0    |       0    |
|---------------------------------------------------------------------------|
| Oversize GPU segments |       0    |       0    |       0    |       0    |
|===========================================================================|
",143129,143610
2025-08-22 19:46:45,"|===========================================================================|
|                  PyTorch CUDA memory summary; device ID 0                 |
|---------------------------------------------------------------------------|
|            CUDA OOMs: 0            |        cudaMalloc retries: 0         |
|===========================================================================|
|        Metric         | Cur Usage  | Peak Usage | Tot Alloc  | Tot Freed  |
|---------------------------------------------------------------------------|
| Allocated memory      | 143128 MiB | 143156 MiB | 249439 MiB | 106310 MiB |
|---------------------------------------------------------------------------|
| Active memory         | 143128 MiB | 143156 MiB | 249439 MiB | 106310 MiB |
|---------------------------------------------------------------------------|
| Requested memory      | 143066 MiB | 143094 MiB | 247857 MiB | 104790 MiB |
|---------------------------------------------------------------------------|
| GPU reserved memory   | 143610 MiB | 143638 MiB | 146866 MiB |   3256 MiB |
|---------------------------------------------------------------------------|
| Non-releasable memory | 429407 KiB | 614464 KiB | 145835 MiB | 145415 MiB |
|---------------------------------------------------------------------------|
| Allocations           |   17397    |   17408    |   62903    |   45506    |
|---------------------------------------------------------------------------|
| Active allocs         |   17397    |   17408    |   62903    |   45506    |
|---------------------------------------------------------------------------|
| GPU reserved segments |    1190    |    1191    |    1264    |      74    |
|---------------------------------------------------------------------------|
| Non-releasable allocs |     175    |     710    |   22128    |   21953    |
|---------------------------------------------------------------------------|
| Oversize allocations  |       0    |       0    |       0    |       0    |
|---------------------------------------------------------------------------|
| Oversize GPU segments |       0    |       0    |       0    |       0    |
|===========================================================================|
",143129,143610
2025-08-22 19:46:46,"|===========================================================================|
|                  PyTorch CUDA memory summary; device ID 0                 |
|---------------------------------------------------------------------------|
|            CUDA OOMs: 0            |        cudaMalloc retries: 0         |
|===========================================================================|
|        Metric         | Cur Usage  | Peak Usage | Tot Alloc  | Tot Freed  |
|---------------------------------------------------------------------------|
| Allocated memory      | 143128 MiB | 143156 MiB | 249439 MiB | 106310 MiB |
|---------------------------------------------------------------------------|
| Active memory         | 143128 MiB | 143156 MiB | 249439 MiB | 106310 MiB |
|---------------------------------------------------------------------------|
| Requested memory      | 143066 MiB | 143094 MiB | 247857 MiB | 104790 MiB |
|---------------------------------------------------------------------------|
| GPU reserved memory   | 143610 MiB | 143638 MiB | 146866 MiB |   3256 MiB |
|---------------------------------------------------------------------------|
| Non-releasable memory | 429407 KiB | 614464 KiB | 145835 MiB | 145415 MiB |
|---------------------------------------------------------------------------|
| Allocations           |   17397    |   17408    |   62903    |   45506    |
|---------------------------------------------------------------------------|
| Active allocs         |   17397    |   17408    |   62903    |   45506    |
|---------------------------------------------------------------------------|
| GPU reserved segments |    1190    |    1191    |    1264    |      74    |
|---------------------------------------------------------------------------|
| Non-releasable allocs |     175    |     710    |   22128    |   21953    |
|---------------------------------------------------------------------------|
| Oversize allocations  |       0    |       0    |       0    |       0    |
|---------------------------------------------------------------------------|
| Oversize GPU segments |       0    |       0    |       0    |       0    |
|===========================================================================|
",143129,143610
2025-08-22 19:46:47,"|===========================================================================|
|                  PyTorch CUDA memory summary; device ID 0                 |
|---------------------------------------------------------------------------|
|            CUDA OOMs: 0            |        cudaMalloc retries: 0         |
|===========================================================================|
|        Metric         | Cur Usage  | Peak Usage | Tot Alloc  | Tot Freed  |
|---------------------------------------------------------------------------|
| Allocated memory      | 143128 MiB | 143156 MiB | 249439 MiB | 106310 MiB |
|---------------------------------------------------------------------------|
| Active memory         | 143128 MiB | 143156 MiB | 249439 MiB | 106310 MiB |
|---------------------------------------------------------------------------|
| Requested memory      | 143066 MiB | 143094 MiB | 247857 MiB | 104790 MiB |
|---------------------------------------------------------------------------|
| GPU reserved memory   | 143610 MiB | 143638 MiB | 146866 MiB |   3256 MiB |
|---------------------------------------------------------------------------|
| Non-releasable memory | 429407 KiB | 614464 KiB | 145835 MiB | 145415 MiB |
|---------------------------------------------------------------------------|
| Allocations           |   17397    |   17408    |   62903    |   45506    |
|---------------------------------------------------------------------------|
| Active allocs         |   17397    |   17408    |   62903    |   45506    |
|---------------------------------------------------------------------------|
| GPU reserved segments |    1190    |    1191    |    1264    |      74    |
|---------------------------------------------------------------------------|
| Non-releasable allocs |     175    |     710    |   22128    |   21953    |
|---------------------------------------------------------------------------|
| Oversize allocations  |       0    |       0    |       0    |       0    |
|---------------------------------------------------------------------------|
| Oversize GPU segments |       0    |       0    |       0    |       0    |
|===========================================================================|
",143129,143610
2025-08-22 19:46:48,"|===========================================================================|
|                  PyTorch CUDA memory summary; device ID 0                 |
|---------------------------------------------------------------------------|
|            CUDA OOMs: 0            |        cudaMalloc retries: 0         |
|===========================================================================|
|        Metric         | Cur Usage  | Peak Usage | Tot Alloc  | Tot Freed  |
|---------------------------------------------------------------------------|
| Allocated memory      | 143128 MiB | 143156 MiB | 249439 MiB | 106310 MiB |
|---------------------------------------------------------------------------|
| Active memory         | 143128 MiB | 143156 MiB | 249439 MiB | 106310 MiB |
|---------------------------------------------------------------------------|
| Requested memory      | 143066 MiB | 143094 MiB | 247857 MiB | 104790 MiB |
|---------------------------------------------------------------------------|
| GPU reserved memory   | 143610 MiB | 143638 MiB | 146866 MiB |   3256 MiB |
|---------------------------------------------------------------------------|
| Non-releasable memory | 429407 KiB | 614464 KiB | 145835 MiB | 145415 MiB |
|---------------------------------------------------------------------------|
| Allocations           |   17397    |   17408    |   62903    |   45506    |
|---------------------------------------------------------------------------|
| Active allocs         |   17397    |   17408    |   62903    |   45506    |
|---------------------------------------------------------------------------|
| GPU reserved segments |    1190    |    1191    |    1264    |      74    |
|---------------------------------------------------------------------------|
| Non-releasable allocs |     175    |     710    |   22128    |   21953    |
|---------------------------------------------------------------------------|
| Oversize allocations  |       0    |       0    |       0    |       0    |
|---------------------------------------------------------------------------|
| Oversize GPU segments |       0    |       0    |       0    |       0    |
|===========================================================================|
",143129,143610
2025-08-22 19:46:49,"|===========================================================================|
|                  PyTorch CUDA memory summary; device ID 0                 |
|---------------------------------------------------------------------------|
|            CUDA OOMs: 0            |        cudaMalloc retries: 0         |
|===========================================================================|
|        Metric         | Cur Usage  | Peak Usage | Tot Alloc  | Tot Freed  |
|---------------------------------------------------------------------------|
| Allocated memory      | 143128 MiB | 143156 MiB | 249439 MiB | 106310 MiB |
|---------------------------------------------------------------------------|
| Active memory         | 143128 MiB | 143156 MiB | 249439 MiB | 106310 MiB |
|---------------------------------------------------------------------------|
| Requested memory      | 143066 MiB | 143094 MiB | 247857 MiB | 104790 MiB |
|---------------------------------------------------------------------------|
| GPU reserved memory   | 143610 MiB | 143638 MiB | 146866 MiB |   3256 MiB |
|---------------------------------------------------------------------------|
| Non-releasable memory | 429407 KiB | 614464 KiB | 145835 MiB | 145415 MiB |
|---------------------------------------------------------------------------|
| Allocations           |   17397    |   17408    |   62903    |   45506    |
|---------------------------------------------------------------------------|
| Active allocs         |   17397    |   17408    |   62903    |   45506    |
|---------------------------------------------------------------------------|
| GPU reserved segments |    1190    |    1191    |    1264    |      74    |
|---------------------------------------------------------------------------|
| Non-releasable allocs |     175    |     710    |   22128    |   21953    |
|---------------------------------------------------------------------------|
| Oversize allocations  |       0    |       0    |       0    |       0    |
|---------------------------------------------------------------------------|
| Oversize GPU segments |       0    |       0    |       0    |       0    |
|===========================================================================|
",143129,143610
2025-08-22 19:46:50,"|===========================================================================|
|                  PyTorch CUDA memory summary; device ID 0                 |
|---------------------------------------------------------------------------|
|            CUDA OOMs: 0            |        cudaMalloc retries: 0         |
|===========================================================================|
|        Metric         | Cur Usage  | Peak Usage | Tot Alloc  | Tot Freed  |
|---------------------------------------------------------------------------|
| Allocated memory      | 143128 MiB | 143156 MiB | 249439 MiB | 106310 MiB |
|---------------------------------------------------------------------------|
| Active memory         | 143128 MiB | 143156 MiB | 249439 MiB | 106310 MiB |
|---------------------------------------------------------------------------|
| Requested memory      | 143066 MiB | 143094 MiB | 247857 MiB | 104790 MiB |
|---------------------------------------------------------------------------|
| GPU reserved memory   | 143610 MiB | 143638 MiB | 146866 MiB |   3256 MiB |
|---------------------------------------------------------------------------|
| Non-releasable memory | 429407 KiB | 614464 KiB | 145835 MiB | 145415 MiB |
|---------------------------------------------------------------------------|
| Allocations           |   17397    |   17408    |   62903    |   45506    |
|---------------------------------------------------------------------------|
| Active allocs         |   17397    |   17408    |   62903    |   45506    |
|---------------------------------------------------------------------------|
| GPU reserved segments |    1190    |    1191    |    1264    |      74    |
|---------------------------------------------------------------------------|
| Non-releasable allocs |     175    |     710    |   22128    |   21953    |
|---------------------------------------------------------------------------|
| Oversize allocations  |       0    |       0    |       0    |       0    |
|---------------------------------------------------------------------------|
| Oversize GPU segments |       0    |       0    |       0    |       0    |
|===========================================================================|
",143129,143610
